Employee ID,Burn Rate
fffe31003300390039003000,0.6193032406519163
fffe31003300310037003800,0.33521756659247237
fffe33003400380035003900,0.4043557546161934
fffe3100370039003200,0.37051656691668866
fffe32003600390036003700,0.4879813034946716
fffe3600390032003200,0.5004408771310349
fffe3600370032003200,0.31243670903137366
fffe32003900390030003000,0.7185483547326017
fffe3100370031003000,0.6036011320224477
fffe31003500320037003600,0.4224810597856092
fffe3400370031003100,0.3822169844906331
fffe32003800300035003300,0.32554598220423275
fffe31003700380037003700,0.35836177983530537
fffe33003400300038003900,0.5809758968860399
fffe33003100300039003600,0.610766856397898
fffe33003400380038003300,0.5231759986872282
fffe33003400310032003500,0.5769790894792868
fffe33003400360032003000,0.8484727478138203
fffe32003800360033003400,0.2501618339699383
fffe3600350031003700,0.39727736509225897
fffe3200310033003500,0.3463003443267975
fffe370039003500,0.21293540105384967
fffe32003500340036003200,0.4367648253027837
fffe360038003200,0.6169464830630116
fffe31003800300039003900,0.5370161240247122
fffe32003500310034003200,0.3704349276974772
fffe33003100320039003300,0.4511038761392308
fffe33003000330034003700,0.32060337508447656
fffe32003500310039003300,0.3143906359669566
fffe31003500310033003200,0.3535557281584204
fffe31003900320038003800,0.39653620487966373
fffe31003400340039003000,0.9768045680419875
fffe390033003000,0.3686342207628224
fffe3700360033003400,0.1365558430526412
fffe31003700390034003900,0.19260675068310734
fffe31003700360035003900,0.6337231851505831
fffe31003200370037003900,0.32560347299549375
fffe31003400310038003500,0.3512325462820721
fffe32003200370033003000,0.4044646956472342
fffe31003300320036003300,0.3044251243745433
fffe3900390034003600,0.6154281431576127
fffe32003300310032003600,0.269182765783588
fffe3500360039003300,0.9644710285009548
fffe3700340039003900,0.7476525962092117
fffe31003400370032003200,0.28431604089235063
fffe360032003200,0.236840126805839
fffe33003100340030003600,0.6235197788085151
fffe31003500300037003700,0.28457817262268903
fffe31003600390038003800,0.3344277839157523
fffe33003300360030003500,0.5081678763526853
fffe3900380030003300,0.3083214639240228
fffe31003700330034003500,0.33830326308287073
fffe31003500360036003900,0.30304485817189775
fffe3200380033003100,0.602048465162539
fffe3900360033003900,0.6838783274316692
fffe33003000370031003200,0.5267880772819651
fffe32003700370036003200,0.22027878284097568
fffe31003400320034003300,0.4113260344247086
fffe32003600360034003200,0.2574647251336854
fffe32003700380035003100,0.7506791294131385
fffe31003400350034003200,0.21880748596545868
fffe31003000320038003200,0.5400830366451925
fffe32003400300030003800,0.526366398683699
fffe32003600320038003300,0.4188658948788446
fffe3300340035003700,0.3438040721139892
fffe31003900320032003000,0.3393614229193509
fffe3300370032003100,0.3011137925246251
fffe33003300350038003900,0.20384124527387992
fffe32003900360038003700,0.24695941947428554
fffe3100380033003400,0.5125755825384539
fffe3900390032003500,0.2109979227728152
fffe32003200320035003600,0.25109961855420926
fffe32003700380031003900,0.22596046918175378
fffe3400330034003000,0.39489366411542576
fffe33003300380035003400,0.2693839978816089
fffe3300380034003000,0.54818209355135
fffe32003500360039003200,0.546657049390648
fffe31003700360038003600,0.4054272750418719
fffe33003300370036003200,0.5725487196753447
fffe3200340039003500,0.5482423744386913
fffe3600300036003500,0.6756408753379026
fffe31003300370032003000,0.5418927166890823
fffe3700360036003700,0.6387309715318387
fffe33003200390030003200,0.19273837979845393
fffe31003500340035003100,0.6034212126883032
fffe33003000350035003300,0.15005919140927423
fffe31003400300036003000,0.7255712255610539
fffe31003700330035003200,0.4383316800217183
fffe33003000320032003400,0.3927351494114231
fffe32003300350034003700,0.23930263680383207
fffe32003200340034003400,0.3197054977112339
fffe3800380035003100,0.19531441696781554
fffe33003100310039003900,0.6116513189557644
fffe3700330032003300,0.3432173883599137
fffe32003300390033003900,0.45217014172211856
fffe31003500370037003700,0.3227080306642117
fffe32003000310035003500,0.28845830691880825
fffe38003200,0.7294311271154985
fffe31003900310032003600,0.7750461229854658
fffe32003200320039003900,0.21932807610085803
fffe33003000360035003200,0.40617306361876243
fffe33003100390031003800,0.6492540855934703
fffe32003800360031003400,0.6927059665149651
fffe32003300320034003300,0.7112735682469375
fffe3800330032003400,0.403463202292655
fffe3600380038003000,0.34361331514839705
fffe32003500320030003700,0.2996017261554094
fffe33003400330032003600,0.3072438466382401
fffe32003300380030003600,0.6965151967526995
fffe31003000360032003900,0.7708239928950363
fffe3300310032003500,0.26190159389767526
fffe3200320033003000,0.7642988207887603
fffe340032003600,0.4322207397149786
fffe3900390036003500,0.9147470831196327
fffe3900310039003900,0.41070836235867386
fffe3700390037003100,0.34444272924296615
fffe31003200340031003600,0.6361951153737947
fffe33003200380038003800,0.3369314371300264
fffe32003400380038003200,0.3695552561912401
fffe32003300330037003600,0.26529888577064953
fffe33003400360030003700,0.34587463487664943
fffe31003900340030003800,0.32708303874278355
fffe33003400300037003400,0.45910447912905994
fffe3400360035003700,0.4796800858227363
fffe33003000340039003100,0.49862205685883415
fffe32003000390030003300,0.5899774943783
fffe32003800300030003000,0.18955599807689738
fffe32003500300032003800,0.4201457003422292
fffe3800330032003700,0.7080215606056481
fffe32003900380039003600,0.27376953215244076
fffe3200310031003300,0.30058206058406284
fffe32003700350038003000,0.4736173600992648
fffe31003800370033003700,0.43129801287388575
fffe33003300380038003100,0.7802839120286142
fffe31003400340030003400,0.31002945136946536
fffe31003000340030003400,0.308877665832778
fffe31003400330032003700,0.18690073137164895
fffe31003700310030003300,0.5357850593469664
fffe31003300310033003300,0.7272638486068267
fffe33003400330031003500,0.533140903034182
fffe32003800300036003800,0.671043050414618
fffe33003000300032003900,0.14427554856256067
fffe32003800390035003700,0.29082776391132303
fffe3400320036003200,0.49843619006197165
fffe33003200390038003700,0.46530289024315463
fffe33003100380035003700,0.251313260181703
fffe32003900350032003100,0.13658001268630315
fffe31003400360032003800,0.7274684666303541
fffe32003500340030003200,0.27422894767614014
fffe32003600330035003300,0.32818299482307667
fffe3700320033003600,0.316535230194962
fffe31003400310033003000,0.39227578489776116
fffe31003400380034003800,0.40884211266957565
fffe32003300340039003700,0.399446325016054
fffe31003300360031003300,0.5112511843873337
fffe3500350037003800,0.3628599703011286
fffe32003300350035003400,0.528386825760983
fffe3600310037003400,0.45090018594213327
fffe3200350036003400,0.2823695630793588
fffe33003100350034003600,0.25242437842939913
fffe3700390038003600,0.3977238772615924
fffe31003200350033003800,0.3629041036166133
fffe32003300320033003400,0.5162157971455723
fffe31003900360035003900,0.15257273101959898
fffe3400360036003800,0.6757853147584766
fffe3100320032003000,0.5903210873434795
fffe3900310038003900,0.6718494312631764
fffe3500330032003600,0.742507561889416
fffe3700370034003000,0.449228596143997
fffe3100310038003800,0.4004675467615312
fffe33003300350036003500,0.7738660341577199
fffe33003400390031003600,0.7269555721813828
fffe31003400370035003400,0.33962410453343117
fffe31003600340039003900,0.5876832982076177
fffe31003600350034003300,0.9288255985921671
fffe32003900310033003300,0.3884707313098618
fffe32003700300039003800,0.3863797733272066
fffe32003600340036003300,0.14196223028926436
fffe31003100340039003600,0.35439245754854376
fffe31003700340036003000,0.41927634150775756
fffe31003600390030003700,0.2604400961066108
fffe32003500320036003900,0.5896755171543395
fffe32003200330033003700,0.19910842166733622
fffe32003500380035003600,0.29091768844977034
fffe32003900330030003800,0.20444965758451839
fffe3700360031003700,0.8979519860836802
fffe31003400350032003300,0.34391140729689407
fffe31003000300034003900,0.29205751204048175
fffe31003500370032003200,0.5155172808309012
fffe31003400330039003100,0.6509745363191006
fffe33003100340037003400,0.3443994713080697
fffe33003300390033003500,0.8839083808374792
fffe390035003800,0.42787493621253936
fffe31003500310033003600,0.3722017825045578
fffe31003600390032003600,0.5134990495569867
fffe31003600300038003000,0.31444966776977856
fffe3800390036003400,0.27695871306980957
fffe33003100380031003200,0.32161609429887006
fffe33003100390033003000,0.5907675757288352
fffe31003100370034003800,0.13985764727681602
fffe32003500370034003400,0.43771129160831357
fffe350039003100,0.9892077657800282
fffe31003000340030003500,0.30702503943616205
fffe33003300340034003300,0.31483197431366416
fffe31003600330032003500,0.8416211206701987
fffe31003400350037003900,0.4549183310808219
fffe31003800370035003000,0.6882247324286951
fffe3400320037003600,0.275134250225447
fffe33003100390034003000,0.5284673912065228
fffe31003000340037003600,0.30526135603646726
fffe3800380033003600,0.6210000782156408
fffe33003300380030003100,0.5443679569433675
fffe3900370035003800,0.3660761246701221
fffe3800370031003400,0.2147795505932801
fffe3600380039003100,0.3520448350297076
fffe3100300039003200,0.4620777087790823
fffe31003000330034003700,0.24891234878582724
